9	19	26
9	20	25
9	21	24
9	22	23
10	17	27
10	18	26
10	19	25
10	20	24
10	21	23
10	22	22
11	16	27
11	17	26
11	18	25
11	19	24
11	20	23
11	21	22
12	15	27
12	16	26
12	17	25
12	18	24
12	19	23
12	20	22
12	21	21
13	14	27
13	15	26
13	16	25
13	17	24
13	18	23
13	19	22
13	20	21
14	14	26
14	15	25
14	16	24
14	17	23
14	18	22
14	19	21
14	20	20
15	15	24
15	16	23
15	17	22
15	18	21
15	19	20
16	16	22
16	17	21
16	18	20
16	19	19
17	17	20
17	18	19
18	18	18
1	27	27
2	26	27
3	25	27
3	26	26
4	24	27
4	25	26
5	23	27
5	24	26
5	25	25
6	22	27
6	23	26
6	24	25
7	21	27
7	22	26
7	23	25
7	24	24
8	20	27
8	21	26
8	22	25
8	23	24
9	19	27
9	20	26
9	21	25
9	22	24
9	23	23
10	18	27
10	19	26
10	20	25
10	21	24
10	22	23
11	17	27
11	18	26
11	19	25
11	20	24
11	21	23
11	22	22
12	16	27
12	17	26
12	18	25
12	19	24
12	20	23
12	21	22
13	15	27
13	16	26
13	17	25
13	18	24
13	19	23
13	20	22
13	21	21
14	14	27
14	15	26
14	16	25
14	17	24
14	18	23
14	19	22
14	20	21
15	15	25
15	16	24
15	17	23
15	18	22
15	19	21
15	20	20
16	16	23
16	17	22
16	18	21
16	19	20
17	17	21
17	18	20
17	19	19
18	18	19
1	27	28
2	26	28
2	27	27
3	25	28
3	26	27
4	24	28
4	25	27
4	26	26
5	23	28
5	24	27
5	25	26
6	22	28
6	23	27
6	24	26
6	25	25
7	21	28
7	22	27
7	23	26
7	24	25
8	20	28
8	21	27
8	22	26
8	23	25
8	24	24
9	19	28
9	20	27
9	21	26
9	22	25
9	23	24
10	18	28
10	19	27
10	20	26
10	21	25
10	22	24
10	23	23
11	17	28
11	18	27
11	19	26
11	20	25
11	21	24
11	22	23
12	16	28
12	17	27
12	18	26
12	19	25
12	20	24
12	21	23
12	22	22
13	15	28
13	16	27
13	17	26
13	18	25
13	19	24
13	20	23
13	21	22
14	14	28
14	15	27
14	16	26
14	17	25
14	18	24
14	19	23
14	20	22
14	21	21
15	15	26
15	16	25
15	17	24
15	18	23
15	19	22
15	20	21
16	16	24
16	17	23
16	18	22
16	19	21
16	20	20
17	17	22
17	18	21
17	19	20
18	18	20
18	19	19
1	28	28
2	27	28
3	26	28
3	27	27
4	25	28
4	26	27
5	24	28
5	25	27
5	26	26
6	23	28
6	24	27
6	25	26
7	22	28
7	23	27
7	24	26
7	25	25
8	21	28
8	22	27
8	23	26
8	24	25
9	20	28
9	21	27
9	22	26
9	23	25
9	24	24
10	19	28
10	20	27
10	21	26
10	22	25
10	23	24
11	18	28
11	19	27
11	20	26
11	21	25
11	22	24
11	23	23
12	17	28
12	18	27
12	19	26
12	20	25
12	21	24
12	22	23
13	16	28
13	17	27
13	18	26
13	19	25
13	20	24
13	21	23
13	22	22
14	15	28
14	16	27
14	17	26
14	18	25
14	19	24
14	20	23
14	21	22
15	15	27
15	16	26
15	17	25
15	18	24
15	19	23
15	20	22
15	21	21
16	16	25
16	17	24
16	18	23
16	19	22
16	20	21
17	17	23
17	18	22
17	19	21
17	20	20
18	18	21
18	19	20
19	19	19
1	28	29
2	27	29
2	28	28
3	26	29
3	27	28
4	25	29
4	26	28
4	27	27
5	24	29
5	25	28
5	26	27
6	23	29
6	24	28
6	25	27
6	26	26
7	22	29
7	23	28
7	24	27
7	25	26
8	21	29
8	22	28
8	23	27
8	24	26
8	25	25
9	20	29
9	21	28
9	22	27
9	23	26
9	24	25
10	19	29
10	20	28
10	21	27
10	22	26
10	23	25
10	24	24
11	18	29
11	19	28
11	20	27
11	21	26
11	22	25
11	23	24
12	17	29
12	18	28
12	19	27
12	20	26
12	21	25
12	22	24
12	23	23
13	16	29
13	17	28
13	18	27
13	19	26
13	20	25
13	21	24
13	22	23
14	15	29
14	16	28
14	17	27
14	18	26
14	19	25
14	20	24
14	21	23
14	22	22
15	15	28
15	16	27
15	17	26
15	18	25
15	19	24
15	20	23
15	21	22
16	16	26
16	17	25
16	18	24
16	19	23
16	20	22
16	21	21
17	17	24
17	18	23
17	19	22
17	20	21
18	18	22
18	19	21
18	20	20
19	19	20
1	29	29
2	28	29
3	27	29
3	28	28
4	26	29
4	27	28
5	25	29
5	26	28
5	27	27
6	24	29
6	25	28
6	26	27
7	23	29
7	24	28
7	25	27
7	26	26
8	22	29
8	23	28
8	24	27
8	25	26
9	21	29
9	22	28
9	23	27
9	24	26
9	25	25
10	20	29
10	21	28
10	22	27
10	23	26
10	24	25
11	19	29
11	20	28
11	21	27
11	22	26
11	23	25
11	24	24
12	18	29
12	19	28
12	20	27
12	21	26
12	22	25
12	23	24
13	17	29
13	18	28
13	19	27
13	20	26
13	21	25
13	22	24
13	23	23
14	16	29
14	17	28
14	18	27
14	19	26
14	20	25
14	21	24
14	22	23
15	15	29
15	16	28
15	17	27
15	18	26
15	19	25
15	20	24
15	21	23
15	22	22
16	16	27
16	17	26
16	18	25
16	19	24
16	20	23
16	21	22
17	17	25
17	18	24
17	19	23
17	20	22
17	21	21
18	18	23
18	19	22
18	20	21
19	19	21
19	20	20
1	29	30
2	28	30
2	29	29
3	27	30
3	28	29
4	26	30
4	27	29
4	28	28
5	25	30
5	26	29
5	27	28
6	24	30
6	25	29
6	26	28
6	27	27
7	23	30
7	24	29
7	25	28
7	26	27
8	22	30
8	23	29
8	24	28
8	25	27
8	26	26
9	21	30
9	22	29
9	23	28
9	24	27
9	25	26
10	20	30
10	21	29
10	22	28
10	23	27
10	24	26
10	25	25
11	19	30
11	20	29
11	21	28
11	22	27
11	23	26
11	24	25
12	18	30
12	19	29
12	20	28
12	21	27
12	22	26
12	23	25
12	24	24
13	17	30
13	18	29
13	19	28
13	20	27
13	21	26
13	22	25
13	23	24
14	16	30
14	17	29
14	18	28
14	19	27
14	20	26
14	21	25
14	22	24
14	23	23
15	15	30
15	16	29
15	17	28
15	18	27
15	19	26
15	20	25
15	21	24
15	22	23
16	16	28
16	17	27
16	18	26
16	19	25
16	20	24
16	21	23
16	22	22
17	17	26
17	18	25
17	19	24
17	20	23
17	21	22
18	18	24
18	19	23
18	20	22
18	21	21
19	19	22
19	20	21
20	20	20
1	30	30
2	29	30
3	28	30
3	29	29
4	27	30
4	28	29
5	26	30
5	27	29
5	28	28
6	25	30
6	26	29
6	27	28
7	24	30
7	25	29
7	26	28
7	27	27
8	23	30
8	24	29
8	25	28
8	26	27
9	22	30
9	23	29
9	24	28
9	25	27
9	26	26
10	21	30
10	22	29
10	23	28
10	24	27
10	25	26
11	20	30
11	21	29
11	22	28
11	23	27
11	24	26
11	25	25
12	19	30
12	20	29
12	21	28
12	22	27
12	23	26
12	24	25
13	18	30
13	19	29
13	20	28
13	21	27
13	22	26
13	23	25
13	24	24
14	17	30
14	18	29
14	19	28
14	20	27
14	21	26
14	22	25
14	23	24
15	16	30
15	17	29
15	18	28
15	19	27
15	20	26
15	21	25
15	22	24
15	23	23
16	16	29
16	17	28
16	18	27
16	19	26
16	20	25
16	21	24
16	22	23
17	17	27
17	18	26
17	19	25
17	20	24
17	21	23
17	22	22
18	18	25
18	19	24
18	20	23
18	21	22
19	19	23
19	20	22
19	21	21
20	20	21
1	30	31
2	29	31
2	30	30
3	28	31
3	29	30
4	27	31
4	28	30
4	29	29
5	26	31
5	27	30
5	28	29
6	25	31
6	26	30
6	27	29
6	28	28
7	24	31
7	25	30
7	26	29
7	27	28
8	23	31
8	24	30
8	25	29
8	26	28
8	27	27
9	22	31
9	23	30
9	24	29
9	25	28
9	26	27
10	21	31
10	22	30
10	23	29
10	24	28
10	25	27
10	26	26
11	20	31
11	21	30
11	22	29
11	23	28
11	24	27
11	25	26
12	19	31
12	20	30
12	21	29
12	22	28
12	23	27
12	24	26
12	25	25
13	18	31
13	19	30
13	20	29
13	21	28
13	22	27
13	23	26
13	24	25
14	17	31
14	18	30
14	19	29
14	20	28
14	21	27
14	22	26
14	23	25
14	24	24
15	16	31
15	17	30
15	18	29
15	19	28
15	20	27
15	21	26
15	22	25
15	23	24
16	16	30
16	17	29
16	18	28
16	19	27
16	20	26
16	21	25
16	22	24
16	23	23
17	17	28
17	18	27
17	19	26
17	20	25
17	21	24
17	22	23
18	18	26
18	19	25
18	20	24
18	21	23
18	22	22
19	19	24
19	20	23
19	21	22
20	20	22
20	21	21
1	31	31
2	30	31
3	29	31
3	30	30
4	28	31
4	29	30
5	27	31
5	28	30
5	29	29
6	26	31
6	27	30
6	28	29
7	25	31
7	26	30
7	27	29
7	28	28
8	24	31
8	25	30
8	26	29
8	27	28
9	23	31
9	24	30
9	25	29
9	26	28
9	27	27
10	22	31
10	23	30
10	24	29
10	25	28
10	26	27
11	21	31
11	22	30
11	23	29
11	24	28
11	25	27
11	26	26
12	20	31
12	21	30
12	22	29
12	23	28
12	24	27
12	25	26
13	19	31
13	20	30
13	21	29
13	22	28
13	23	27
13	24	26
13	25	25
14	18	31
14	19	30
14	20	29
14	21	28
14	22	27
14	23	26
14	24	25
15	17	31
15	18	30
15	19	29
15	20	28
15	21	27
15	22	26
15	23	25
15	24	24
16	16	31
16	17	30
16	18	29
16	19	28
16	20	27
16	21	26
16	22	25
16	23	24
17	17	29
17	18	28
17	19	27
17	20	26
17	21	25
17	22	24
17	23	23
18	18	27
18	19	26
18	20	25
18	21	24
18	22	23
19	19	25
19	20	24
19	21	23
19	22	22
20	20	23
20	21	22
21	21	21
1	31	32
2	30	32
2	31	31
3	29	32
3	30	31
4	28	32
4	29	31
4	30	30
5	27	32
5	28	31
5	29	30
6	26	32
6	27	31
6	28	30
6	29	29
7	25	32
7	26	31
7	27	30
7	28	29
8	24	32
8	25	31
8	26	30
8	27	29
8	28	28
9	23	32
9	24	31
9	25	30
9	26	29
9	27	28
10	22	32
10	23	31
10	24	30
10	25	29
10	26	28
10	27	27
11	21	32
11	22	31
11	23	30
11	24	29
11	25	28
11	26	27
12	20	32
12	21	31
12	22	30
12	23	29
12	24	28
12	25	27
12	26	26
13	19	32
13	20	31
13	21	30
13	22	29
13	23	28
13	24	27
13	25	26
14	18	32
14	19	31
14	20	30
14	21	29
14	22	28
14	23	27
14	24	26
14	25	25
15	17	32
15	18	31
15	19	30
15	20	29
15	21	28
15	22	27
15	23	26
15	24	25
16	16	32
16	17	31
16	18	30
16	19	29
16	20	28
16	21	27
16	22	26
16	23	25
16	24	24
17	17	30
17	18	29
17	19	28
17	20	27
17	21	26
17	22	25
17	23	24
18	18	28
18	19	27
18	20	26
18	21	25
18	22	24
18	23	23
19	19	26
19	20	25
19	21	24
19	22	23
20	20	24
20	21	23
20	22	22
21	21	22
1	32	32
2	31	32
3	30	32
3	31	31
4	29	32
4	30	31
5	28	32
5	29	31
5	30	30
6	27	32
6	28	31
6	29	30
7	26	32
7	27	31
7	28	30
7	29	29
8	25	32
8	26	31
8	27	30
8	28	29
9	24	32
9	25	31
9	26	30
9	27	29
9	28	28
10	23	32
10	24	31
10	25	30
10	26	29
10	27	28
11	22	32
11	23	31
11	24	30
11	25	29
11	26	28
11	27	27
12	21	32
12	22	31
12	23	30
12	24	29
12	25	28
12	26	27
13	20	32
13	21	31
13	22	30
13	23	29
13	24	28
13	25	27
13	26	26
14	19	32
14	20	31
14	21	30
14	22	29
14	23	28
14	24	27
14	25	26
15	18	32
15	19	31
15	20	30
15	21	29
15	22	28
15	23	27
15	24	26
15	25	25
16	17	32
16	18	31
16	19	30
16	20	29
16	21	28
16	22	27
16	23	26
16	24	25
17	17	31
17	18	30
17	19	29
17	20	28
17	21	27
17	22	26
17	23	25
17	24	24
18	18	29
18	19	28
18	20	27
18	21	26
18	22	25
18	23	24
